n,kappa,z
9.025000000000000000e+03,1.109340394108964212e+01,1.372913240564147264e-01
9.026000000000000000e+03,4.930461730669519760e+00,6.519630853167524265e+01
9.027000000000000000e+03,1.479156510929660051e+01,3.401326610170077314e-03
9.028000000000000000e+03,1.479174500665472891e+01,3.401091502550376063e-03
9.029000000000000000e+03,2.465320814014559936e+00,7.672986381275742360e+02
9.030000000000000000e+03,3.944561264426374692e+01,6.678452533590794794e-14
9.031000000000000000e+03,4.930761526397925643e+00,6.521287089743294985e+01
9.032000000000000000e+03,9.861642931250925059e+00,4.708979733973055470e-01
9.033000000000000000e+03,4.930881398217048073e+00,6.521949445380056432e+01
9.034000000000000000e+03,4.930941324174152207e+00,6.522280593427656470e+01
9.035000000000000000e+03,9.862002486996486184e+00,4.708850433998763019e-01
9.036000000000000000e+03,2.218977520285855221e+01,2.084871520926989643e-06
9.037000000000000000e+03,4.931121062253257747e+00,6.523273918527975468e+01
9.038000000000000000e+03,4.931180961687116948e+00,6.523604987225196794e+01
9.039000000000000000e+03,9.862481708987665741e+00,4.708678106321109169e-01
9.040000000000000000e+03,2.465650370337435504e+01,1.770047532898705496e-07
9.041000000000000000e+03,2.465680310115849316e+00,7.680422591905258969e+02
9.042000000000000000e+03,1.972568197266312140e+01,2.451939049156580673e-05
9.043000000000000000e+03,2.465740179739290383e+00,7.681661700537882780e+02
9.044000000000000000e+03,2.958924131502938337e+01,1.276192908001183864e-09
9.045000000000000000e+03,1.972640028898477738e+01,2.450991346193280199e-05
9.046000000000000000e+03,4.931659918703936718e+00,6.526252823237963696e+01
9.047000000000000000e+03,4.931719758546250887e+00,6.526583713594601477e+01
9.048000000000000000e+03,3.945423673419680455e+01,6.634302815780793413e-14
9.049000000000000000e+03,2.465919709195223852e+00,7.685378581471842381e+02
9.050000000000000000e+03,1.479569771518576538e+01,3.395929812337380310e-03
9.051000000000000000e+03,9.863918103580962438e+00,4.708161618255176650e-01
9.052000000000000000e+03,1.479605657573276112e+01,3.395461578203165260e-03
9.053000000000000000e+03,4.932078658758035417e+00,6.528568640078890439e+01
9.054000000000000000e+03,1.479641535699984622e+01,3.394993512050981706e-03
9.055000000000000000e+03,4.932198239304787180e+00,6.529230123976239497e+01
9.056000000000000000e+03,1.479677405902203091e+01,3.394525613783515999e-03
9.057000000000000000e+03,4.932317793442408060e+00,6.529891528786441768e+01
9.058000000000000000e+03,9.864755121222877676e+00,4.707860675813165807e-01
9.059000000000000000e+03,2.466218660591279921e+00,7.691571901064528447e+02
9.060000000000000000e+03,2.959498245094335545e+01,1.271131927536890692e-09
9.061000000000000000e+03,9.865113645073792625e+00,4.707731777552912056e-01
9.062000000000000000e+03,9.865233126646046458e+00,4.707688821733779228e-01
9.063000000000000000e+03,1.479802889255119247e+01,3.392889290535764345e-03
9.064000000000000000e+03,1.973094410048189573e+01,2.445004998243644468e-05
9.065000000000000000e+03,1.479838723840411419e+01,3.392422146546826729e-03
9.066000000000000000e+03,9.865710921122422761e+00,4.707517049763811356e-01
9.067000000000000000e+03,2.466457584200723030e+00,7.696525224467694670e+02
9.068000000000000000e+03,7.399462304485295405e+00,5.545821199556874248e+00
9.069000000000000000e+03,4.933034564328914406e+00,6.533858298323946201e+01
9.070000000000000000e+03,9.866188504838103057e+00,4.707345359827856957e-01
9.071000000000000000e+03,4.933153933928725365e+00,6.534519150276972255e+01
9.072000000000000000e+03,6.166517011074233068e+01,1.502657269888507601e-23
9.073000000000000000e+03,4.933273277212486541e+00,6.535179923357769383e+01
9.074000000000000000e+03,9.866665877978945787e+00,4.707173751850574073e-01
9.075000000000000000e+03,2.220026667386308716e+01,2.072017029500249258e-06
9.076000000000000000e+03,7.400178364231362771e+00,5.546740631645976194e+00
9.077000000000000000e+03,4.933511884878253539e+00,6.536501233009855127e+01
9.078000000000000000e+03,1.973428608146112495e+01,2.440611362996123775e-05
9.079000000000000000e+03,4.933631149283439044e+00,6.537161769634680297e+01
9.080000000000000000e+03,1.973476308653669520e+01,2.439984898212713092e-05
9.081000000000000000e+03,7.400625581128396746e+00,5.547314942574214314e+00
9.082000000000000000e+03,9.867619993278317736e+00,4.706830781471202374e-01
9.083000000000000000e+03,4.933869599296301089e+00,6.538482606615666270e+01
9.084000000000000000e+03,1.480178758617540780e+01,3.387992611601207005e-03
9.085000000000000000e+03,9.867977569854218700e+00,4.706702251898637335e-01
9.086000000000000000e+03,1.973619347161465853e+01,2.438107295366357646e-05
9.087000000000000000e+03,9.868215888645822886e+00,4.706616591042973030e-01
9.088000000000000000e+03,1.973667005674517938e+01,2.437482024225567215e-05
9.089000000000000000e+03,4.934227077495256353e+00,6.540463271816302893e+01
9.090000000000000000e+03,2.960571980550742310e+01,1.261720440536976866e-09
9.091000000000000000e+03,2.467173092227840314e+00,7.711378103157599071e+02
9.092000000000000000e+03,7.401608592165040967e+00,5.548577523345256779e+00
9.093000000000000000e+03,9.868930530431436310e+00,4.706359730898029281e-01
9.094000000000000000e+03,4.934524795774192896e+00,6.542113285527287303e+01
9.095000000000000000e+03,9.869168639573784318e+00,4.706274151625922109e-01
9.096000000000000000e+03,1.973857534902101918e+01,2.434983916500760707e-05
9.097000000000000000e+03,4.934703348180719651e+00,6.543103058032302499e+01
9.098000000000000000e+03,4.934762852564724689e+00,6.543432942933687002e+01
9.099000000000000000e+03,9.869644700817419292e+00,4.706103054190005075e-01
9.100000000000000000e+03,4.441393657542698747e+01,4.680732454159877914e-16
9.101000000000000000e+03,4.934941326482363166e+00,6.544422479883517951e+01
9.102000000000000000e+03,1.974000321885962705e+01,2.433113455590405516e-05
9.103000000000000000e+03,2.467530138206587509e+00,7.718800561701312972e+02
9.104000000000000000e+03,1.233779935394651162e+01,3.990194547191399516e-02
9.105000000000000000e+03,9.870358400425262246e+00,4.705846560667062972e-01
9.106000000000000000e+03,9.870477304633377358e+00,4.705803829538572902e-01
9.107000000000000000e+03,4.935298097892210301e+00,6.546401024187814244e+01
9.108000000000000000e+03,4.441821783246567179e+01,4.664833221409903214e-16
9.109000000000000000e+03,2.467708484731691687e+00,7.722510797718460935e+02
9.110000000000000000e+03,9.870952790923800180e+00,4.705632955816323459e-01
9.111000000000000000e+03,4.935535814937614063e+00,6.547719661718841166e+01
9.112000000000000000e+03,1.974238091156782460e+01,2.430001946860804192e-05
9.113000000000000000e+03,4.935654634326358092e+00,6.548378862962391622e+01
9.114000000000000000e+03,2.961428420545351159e+01,1.254263569722003983e-09
9.115000000000000000e+03,4.935773427641064970e+00,6.549037985893293978e+01
9.116000000000000000e+03,1.480749844357269218e+01,3.380566252453640237e-03
9.117000000000000000e+03,7.403838292339762539e+00,5.551442418658134592e+00
9.118000000000000000e+03,9.871903137498660996e+00,4.705291451930515012e-01
9.119000000000000000e+03,4.936010936094121782e+00,6.550355996923096313e+01
9.120000000000000000e+03,5.923284356314776744e+01,1.719878357240160098e-22
9.121000000000000000e+03,4.936129651255331652e+00,6.551014885074916094e+01
9.122000000000000000e+03,4.936188999074603068e+00,6.551344299821629136e+01
9.123000000000000000e+03,4.936248340388222466e+00,6.551673695019940169e+01
9.124000000000000000e+03,7.404461512796422618e+00,5.552243446120614934e+00
9.125000000000000000e+03,9.872734007008411083e+00,4.704992902037573033e-01
9.126000000000000000e+03,2.961855795185651630e+01,1.250558994031271250e-09
9.127000000000000000e+03,2.468242820307341656e+00,7.733637539396826242e+02
9.128000000000000000e+03,1.974617979768568077e+01,2.425038883821494933e-05
9.129000000000000000e+03,9.873208503462107544e+00,4.704822413407294124e-01
9.130000000000000000e+03,1.974665419018002765e+01,2.424419825088925342e-05
9.131000000000000000e+03,4.936722836864703368e+00,6.554308153260349457e+01
9.132000000000000000e+03,1.481034635907469621e+01,3.376868928184749864e-03
9.133000000000000000e+03,2.468420698013507497e+00,7.737345133006451761e+02
9.134000000000000000e+03,4.936900665872472338e+00,6.555295752951202815e+01
9.135000000000000000e+03,2.962175957537615645e+01,1.247790928137430690e-09
9.136000000000000000e+03,1.234254796524774100e+01,3.985250426838322230e-02
9.137000000000000000e+03,2.468539218241552202e+00,7.739816495810565584e+02
9.138000000000000000e+03,9.874275360765604859e+00,4.704439109518827600e-01
9.139000000000000000e+03,9.874393835599217795e+00,4.704396545429966325e-01
9.140000000000000000e+03,1.481176844620482846e+01,3.375024208627735219e-03
9.141000000000000000e+03,9.874630746380445245e+00,4.704311432377693003e-01
9.142000000000000000e+03,9.874749182333731667e+00,4.704268883411983349e-01
9.143000000000000000e+03,4.937433802666290283e+00,6.558257498902551674e+01
9.144000000000000000e+03,2.962495804613947925e+01,1.245031706028026721e-09
9.145000000000000000e+03,9.875104412478295401e+00,4.704141266742775107e-01
9.146000000000000000e+03,9.875222796630826139e+00,4.704098737925192508e-01
9.147000000000000000e+03,4.937670583920123590e+00,6.559573323834014502e+01
9.148000000000000000e+03,7.406594644582042086e+00,5.554986042908031330e+00
9.149000000000000000e+03,4.937788935720539563e+00,6.560231119489989737e+01
9.150000000000000000e+03,2.962708861151444495e+01,1.243197119596317870e-09
9.151000000000000000e+03,2.468953630825855061e+00,7.748463960695916057e+02
9.152000000000000000e+03,3.456576490443902827e+01,8.908304442462353889e-12
9.153000000000000000e+03,1.234506390431234912e+01,3.982633385152969940e-02
9.154000000000000000e+03,9.876169404136717844e+00,4.703758688518224762e-01
9.155000000000000000e+03,4.938143835951529503e+00,6.562204039533662581e+01
9.156000000000000000e+03,2.962921778025517483e+01,1.241366436431792943e-09
9.157000000000000000e+03,2.469131042171384571e+00,7.752168920709515305e+02
9.158000000000000000e+03,9.876642397707321663e+00,4.703588784451516736e-01
9.159000000000000000e+03,9.876760613819891788e+00,4.703546320988782892e-01
9.160000000000000000e+03,1.975375763405213547e+01,2.415169059495523793e-05
9.161000000000000000e+03,2.469249251832166703e+00,7.754638529002394307e+02
9.162000000000000000e+03,1.481567277709576125e+01,3.369964722919473014e-03
9.163000000000000000e+03,1.481585002385160799e+01,3.369735215117835442e-03
9.164000000000000000e+03,1.481602725126476372e+01,3.369505747989885378e-03
9.165000000000000000e+03,1.975493927911927017e+01,2.413633639210101072e-05
9.166000000000000000e+03,4.938793882693294002e+00,6.565819242493201102e+01
9.167000000000000000e+03,4.938852939163428601e+00,6.566147780818721458e+01
9.168000000000000000e+03,2.469455994595811887e+01,1.728078580120543995e-07
9.169000000000000000e+03,4.938971032779287285e+00,6.566804799270977355e+01
9.170000000000000000e+03,1.975612027971128626e+01,2.412100031680791849e-05
9.171000000000000000e+03,7.408633650957947125e+00,5.557608887745830728e+00
9.172000000000000000e+03,7.408722187369682466e+00,5.557722803262207023e+00
9.173000000000000000e+03,2.469603571376346451e+00,7.762045603424746787e+02
9.174000000000000000e+03,1.975706461663500946e+01,2.410874448740265511e-05
9.175000000000000000e+03,7.408987738699050141e+00,5.558064489311277612e+00
9.176000000000000000e+03,1.975753663070375410e+01,2.410262091081576821e-05
9.177000000000000000e+03,1.975777259915947326e+01,2.409956020617851506e-05
9.178000000000000000e+03,9.879004270951783795e+00,4.702740467563852333e-01
9.179000000000000000e+03,4.939561114735409930e+00,6.570088728403911205e+01
9.180000000000000000e+03,5.927544105083786263e+01,1.658997457480547054e-22
9.181000000000000000e+03,2.469839526990263767e+00,7.766982195942497356e+02
9.182000000000000000e+03,4.939738013968925756e+00,6.571073529444478822e+01
9.183000000000000000e+03,4.939796967536416616e+00,6.571401757749960382e+01
9.184000000000000000e+03,2.963913548810638332e+01,1.232874540270065850e-09
9.185000000000000000e+03,9.879829710828532896e+00,4.702444029399092118e-01
9.186000000000000000e+03,9.879947579454841033e+00,4.702401701057899452e-01
9.187000000000000000e+03,2.470016358812629154e+00,7.770683876272452153e+02
9.188000000000000000e+03,7.410137458663760945e+00,5.559544081361647905e+00
9.189000000000000000e+03,7.410225831270848218e+00,5.559657825709055423e+00
9.190000000000000000e+03,9.880418925681656361e+00,4.702232437567979151e-01
9.191000000000000000e+03,9.880536730182713612e+00,4.702190134158564239e-01
9.192000000000000000e+03,1.976130904373417962e+01,2.405373615000036829e-05
9.193000000000000000e+03,4.940386150368789586e+00,6.574682977166970943e+01
9.194000000000000000e+03,4.940445033398481733e+00,6.575010992816241640e+01
9.195000000000000000e+03,9.881007820048033352e+00,4.702020970339309547e-01
9.196000000000000000e+03,2.223253251111054141e+01,2.032978446432434683e-06
9.197000000000000000e+03,4.940621644068183826e+00,6.575994923899371258e+01
9.198000000000000000e+03,2.964408300893760639e+01,1.228660038678028841e-09
9.199000000000000000e+03,2.470369676256213953e+00,7.778085274564980409e+02
9.200000000000000000e+03,3.705598647853543781e+01,7.422964408944664465e-13
9.201000000000000000e+03,4.940857035367879568e+00,6.577306561780119409e+01
9.202000000000000000e+03,9.881831734406569367e+00,4.701725125282706919e-01
9.203000000000000000e+03,2.470487346322831179e+00,7.780551826476078077e+02
9.204000000000000000e+03,2.964620107017841022e+01,1.226860194008074975e-09
9.205000000000000000e+03,9.882184648713783659e+00,4.701598409125221645e-01
9.206000000000000000e+03,4.941151130628520072e+00,6.578945675123641479e+01
9.207000000000000000e+03,1.976483972205070216e+01,2.400807373020216807e-05
9.208000000000000000e+03,9.882537448021491144e+00,4.701471737672515694e-01
9.209000000000000000e+03,2.470663755562058306e+00,7.784251110344303015e+02
9.210000000000000000e+03,1.976554516741670398e+01,2.399896056928477132e-05
9.211000000000000000e+03,4.941445066202309278e+00,6.580584306613422996e+01
9.212000000000000000e+03,2.223676725376455465e+01,2.027909714256037281e-06
9.213000000000000000e+03,9.883125191516676011e+00,4.701260717846242332e-01
9.214000000000000000e+03,9.883242701938010910e+00,4.701218528760118809e-01
9.215000000000000000e+03,9.883360199606572749e+00,4.701176344631095017e-01
9.216000000000000000e+03,4.076934544866615084e+01,1.814014302527078519e-14
9.217000000000000000e+03,4.941797578348223752e+00,6.582550028921757246e+01
9.218000000000000000e+03,9.883712616123293770e+00,4.701049821975414877e-01
9.219000000000000000e+03,9.883830062808431904e+00,4.701007657663587858e-01
9.220000000000000000e+03,1.482592124513194243e+01,3.356720146642170298e-03
9.221000000000000000e+03,2.471016229491160843e+00,7.791647721667089854e+02
9.222000000000000000e+03,1.976836465288248590e+01,2.396257211469336696e-05
9.223000000000000000e+03,4.942149861093592556e+00,6.584515058636652896e+01
9.224000000000000000e+03,9.884417105205230314e+00,4.700796910354566593e-01
9.225000000000000000e+03,2.224020256987081723e+01,2.023807133277486237e-06
9.226000000000000000e+03,9.884651833068675231e+00,4.700712646060147826e-01
9.227000000000000000e+03,2.471192294479897189e+00,7.795345050200148762e+02
9.228000000000000000e+03,1.482732976508046008e+01,3.354903923474662417e-03
9.229000000000000000e+03,4.942501914736792124e+00,6.586479396452452306e+01
9.230000000000000000e+03,1.977024227236434939e+01,2.393837005191966612e-05
9.231000000000000000e+03,9.885238430182170077e+00,4.700502071818964955e-01
9.232000000000000000e+03,1.235669463934540069e+01,3.970557588698300083e-02
9.233000000000000000e+03,4.942736490033689201e+00,6.587788570950314693e+01
9.234000000000000000e+03,2.965677070787429770e+01,1.217917864322463981e-09
9.235000000000000000e+03,4.942853739575613581e+00,6.588443043062373761e+01
9.236000000000000000e+03,7.414368532237137543e+00,5.564992506786749615e+00
9.237000000000000000e+03,4.942970963727858269e+00,6.589097438450680499e+01
9.238000000000000000e+03,9.886059132572571073e+00,4.700207475250482436e-01
9.239000000000000000e+03,2.471544081250707681e+00,7.802737755699872650e+02
9.240000000000000000e+03,7.909034803799390545e+01,4.141619974370709969e-31
9.241000000000000000e+03,2.471602667953635812e+00,7.803969620534370506e+02
9.242000000000000000e+03,4.943263913100744311e+00,6.590733091423051349e+01
9.243000000000000000e+03,1.482996745186922283e+01,3.351505387747758663e-03
9.244000000000000000e+03,7.415071572713452852e+00,5.565898341150619544e+00
9.245000000000000000e+03,7.415159409989693806e+00,5.566011525683048689e+00
9.246000000000000000e+03,1.977399263404104346e+01,2.389010194204119357e-05
9.247000000000000000e+03,4.943556704028400084e+00,6.592368265431646535e+01
9.248000000000000000e+03,2.224626859447012706e+01,2.016583119977830247e-06
9.249000000000000000e+03,4.943673776073178594e+00,6.593022201014650818e+01
9.250000000000000000e+03,1.977492921041022456e+01,2.387806316067255465e-05
9.251000000000000000e+03,7.415686234207623961e+00,5.566690424187990871e+00
9.252000000000000000e+03,2.224732201506957097e+01,2.015331234479384236e-06
9.253000000000000000e+03,4.943907844235055471e+00,6.594329842571706024e+01
9.254000000000000000e+03,9.887932690930473001e+00,4.699535018230545091e-01
9.255000000000000000e+03,9.888049680748068226e+00,4.699493031470753923e-01
9.256000000000000000e+03,1.977633331585126442e+01,2.386002611041199121e-05
9.257000000000000000e+03,2.472070905616473802e+00,7.813821943080516803e+02
9.258000000000000000e+03,9.888400574371587481e+00,4.699367100655767460e-01
9.259000000000000000e+03,4.944258756822718759e+00,6.596290731267282581e+01
9.260000000000000000e+03,1.483295166043526159e+01,3.347664525647076408e-03
9.261000000000000000e+03,1.977750270861705673e+01,2.384501456375068376e-05
9.262000000000000000e+03,9.888868255703219035e+00,4.699199261611498035e-01
9.263000000000000000e+03,4.944492572238489814e+00,6.597597608268061720e+01
9.264000000000000000e+03,2.472275505158132702e+01,1.697627688611774065e-07
9.265000000000000000e+03,9.889218884172596091e+00,4.699073433821454593e-01
9.266000000000000000e+03,9.889335735099900049e+00,4.699031501027122193e-01
9.267000000000000000e+03,4.944726286708583274e+00,6.598904179802532610e+01
9.268000000000000000e+03,1.483435409869067279e+01,3.345861021018250829e-03
9.269000000000000000e+03,9.889686212232465579e+00,4.698905732035714156e-01
9.270000000000000000e+03,2.966940903820781372e+01,1.207310860849982824e-09
9.271000000000000000e+03,4.944959900320125890e+00,6.600210446073890580e+01
9.272000000000000000e+03,1.978007315189625004e+01,2.381205085763980737e-05
9.273000000000000000e+03,9.890153338662273086e+00,4.698738108586518192e-01
9.274000000000000000e+03,4.945135044392707790e+00,6.601189945570597217e+01
9.275000000000000000e+03,1.483558023948039128e+01,3.344285027134983289e-03
9.276000000000000000e+03,1.483575532690429633e+01,3.344060042830861081e-03
9.277000000000000000e+03,2.472655065908983651e+00,7.826130867215554190e+02
9.278000000000000000e+03,4.945368481711091668e+00,6.602495678119807110e+01
9.279000000000000000e+03,7.418140237973245732e+00,5.569853897701107392e+00
9.280000000000000000e+03,3.461839613842775520e+01,8.569777788534386728e-12
9.281000000000000000e+03,2.472771746831783357e+00,7.828591789748194287e+02
9.282000000000000000e+03,3.956481454727952496e+01,6.093417404122845043e-14
9.283000000000000000e+03,2.472830068436506323e+00,7.829822143355655726e+02
9.284000000000000000e+03,1.483715534716241180e+01,3.342261585371408480e-03
9.285000000000000000e+03,9.891553509909334352e+00,4.698235707555022955e-01
9.286000000000000000e+03,4.945835054575955958e+00,6.605106229304227838e+01
9.287000000000000000e+03,4.945893347919354532e+00,6.605432462584482778e+01
9.288000000000000000e+03,3.956761307988971765e+01,6.080316468749505748e-14
9.289000000000000000e+03,4.946009915777889177e+00,6.606084872101206429e+01
9.290000000000000000e+03,9.892136380591455946e+00,4.698026581235889010e-01
9.291000000000000000e+03,9.892252917082165808e+00,4.697984770595466930e-01
9.292000000000000000e+03,1.483855416154590934e+01,3.340465642944216457e-03
9.293000000000000000e+03,2.473121488109869759e+00,7.835972835589914212e+02
9.294000000000000000e+03,9.892602451311478973e+00,4.697859367901348615e-01
9.295000000000000000e+03,1.483907840647396092e+01,3.339792811781329071e-03
9.296000000000000000e+03,2.473208852863914586e+01,1.687666155457666194e-07
9.297000000000000000e+03,7.419713904549920969e+00,5.571883468345816937e+00
9.298000000000000000e+03,4.946534160742356967e+00,6.609019774328172048e+01
9.299000000000000000e+03,4.946592378856404792e+00,6.609345779628694117e+01
9.300000000000000000e+03,4.451985531639092386e+01,4.302842499307303571e-16
9.301000000000000000e+03,4.946708796304799094e+00,6.609997733299368861e+01
9.302000000000000000e+03,4.946766995641837639e+00,6.610323681675809837e+01
9.303000000000000000e+03,9.893650377445130317e+00,4.697483422608076942e-01
9.304000000000000000e+03,9.893766751096650935e+00,4.697441675217546297e-01
9.305000000000000000e+03,4.946941556120465044e+00,6.611301413007250005e+01
9.306000000000000000e+03,2.968199838264195733e+01,1.196836812304201378e-09
9.307000000000000000e+03,4.947057898509252816e+00,6.611953139094728726e+01
9.308000000000000000e+03,1.484134818098576503e+01,3.336881280492647647e-03
9.309000000000000000e+03,9.894348431799352639e+00,4.697233011109402390e-01
9.310000000000000000e+03,2.968339419134314383e+01,1.195681141485795529e-09
9.311000000000000000e+03,2.473645254151237260e+00,7.847039569412294213e+02
9.312000000000000000e+03,2.968409187082121647e+01,1.195103910619448661e-09
9.313000000000000000e+03,4.947406775728382833e+00,6.613907862592674292e+01
9.314000000000000000e+03,4.947464900078355043e+00,6.614233583555444795e+01
9.315000000000000000e+03,2.473761509094063271e+01,1.681795281946645788e-07
9.316000000000000000e+03,1.484274339017711064e+01,3.335092849165448032e-03
9.317000000000000000e+03,9.895278471384852281e+00,4.696899400800649271e-01
9.318000000000000000e+03,9.895394670179262775e+00,4.696857721319848133e-01
9.319000000000000000e+03,2.473877714125996441e+00,7.851956258650571954e+02
9.320000000000000000e+03,1.979125406072339288e+01,2.366919479330686771e-05
9.321000000000000000e+03,9.895743191755068224e+00,4.696732711928486292e-01
9.322000000000000000e+03,9.895859340686779859e+00,4.696691051811434647e-01
9.323000000000000000e+03,2.473993869289874414e+00,7.854414174825511736e+02
9.324000000000000000e+03,4.453241220529155697e+01,4.260115543363835925e-16
9.325000000000000000e+03,7.422155784553994273e+00,5.575034245166182956e+00
9.326000000000000000e+03,4.948161905925220871e+00,6.618140759405211782e+01
9.327000000000000000e+03,4.948219949256960071e+00,6.618466234512276003e+01
9.328000000000000000e+03,2.474138993182940283e+01,1.677797007292577089e-07
9.329000000000000000e+03,4.948336017253319952e+00,6.619117128059224342e+01
9.330000000000000000e+03,1.979357616768242778e+01,2.363963338392022112e-05
9.331000000000000000e+03,9.896904120738158284e+00,4.696316328349134928e-01
9.332000000000000000e+03,7.422765108900101438e+00,5.575820738847555802e+00
9.333000000000000000e+03,1.484570423584471399e+01,3.331300701248480003e-03
9.334000000000000000e+03,9.897252156829843273e+00,4.696191507480622085e-01
9.335000000000000000e+03,4.948684072001451995e+00,6.621069355587307825e+01
9.336000000000000000e+03,1.979496823750330137e+01,2.362192944680652977e-05
9.337000000000000000e+03,2.474400020269686529e+00,7.863014634761074149e+02
9.338000000000000000e+03,1.979543206197370253e+01,2.361603360803361500e-05
9.339000000000000000e+03,9.897831968478623565e+00,4.695983569191267692e-01
9.340000000000000000e+03,1.484692184033508866e+01,3.329742487329741783e-03
9.341000000000000000e+03,2.474515951555953386e+00,7.865471267761523677e+02
9.342000000000000000e+03,1.979635941296508506e+01,2.360425012975791252e-05
9.343000000000000000e+03,2.474573898583892984e+00,7.866699477480888163e+02
9.344000000000000000e+03,1.979682293957111128e+01,2.359836248655173413e-05
9.345000000000000000e+03,1.979705466567029859e+01,2.359541968812225451e-05
9.346000000000000000e+03,4.949321591743503390e+00,6.624646675981864519e+01
9.347000000000000000e+03,4.949379510871890098e+00,6.624971773879026671e+01
9.348000000000000000e+03,2.969662454282435959e+01,1.184782235016101739e-09
9.349000000000000000e+03,2.474747665270669916e+00,7.870383679747828864e+02
9.350000000000000000e+03,2.969731938651032976e+01,1.184212590011524639e-09
9.351000000000000000e+03,7.424416688154793498e+00,5.577953095215546497e+00
9.352000000000000000e+03,1.979867605438835199e+01,2.357483917680934572e-05
9.353000000000000000e+03,4.949726895568054452e+00,6.626921965986109342e+01
9.354000000000000000e+03,9.899569542701502911e+00,4.695360476773496328e-01
9.355000000000000000e+03,4.949842640946504169e+00,6.627571879514955810e+01
9.356000000000000000e+03,7.424850756534948637e+00,5.578513656843111512e+00
9.357000000000000000e+03,4.949958361582460498e+00,6.628221717831713988e+01
9.358000000000000000e+03,4.950016212625309997e+00,6.628546608793296002e+01
9.359000000000000000e+03,7.425111086229752466e+00,5.578849877066518026e+00
9.360000000000000000e+03,7.425197844251033530e+01,5.297260625306870785e-29
9.361000000000000000e+03,9.900379457338390310e+00,4.695070070426757836e-01
9.362000000000000000e+03,9.900495109986675146e+00,4.695028602999745115e-01
9.363000000000000000e+03,4.950305375141104136e+00,6.630170781757108500e+01
9.364000000000000000e+03,7.425544783670719795e+00,5.579410049680191719e+00
9.365000000000000000e+03,4.950420996912783700e+00,6.630820319473124869e+01
9.366000000000000000e+03,1.980191519415733836e+01,2.353377806386389360e-05
9.367000000000000000e+03,9.901073187989565483e+00,4.694821337772608350e-01
9.368000000000000000e+03,9.901188766560894194e+00,4.694779899101306220e-01
9.369000000000000000e+03,9.901304332795287877e+00,4.694738465218896706e-01
9.370000000000000000e+03,9.901419886695380868e+00,4.694697036124311218e-01
9.371000000000000000e+03,2.475383857065951432e+00,7.883886950394579571e+02
9.372000000000000000e+03,2.970495287250958327e+01,1.177972527988111169e-09
9.373000000000000000e+03,9.901766474416175967e+00,4.694572777556861309e-01
9.374000000000000000e+03,9.901881979005381140e+00,4.694531367602942096e-01
9.375000000000000000e+03,1.485299620691016109e+01,3.321979774793695859e-03
9.376000000000000000e+03,1.485316942683447294e+01,3.321758674678998175e-03
9.377000000000000000e+03,2.475557104714157575e+00,7.887568170774321743e+02
9.378000000000000000e+03,1.485351581126552567e+01,3.321316589319657248e-03
9.379000000000000000e+03,4.951229658593383043e+00,6.635364982394470701e+01
9.380000000000000000e+03,2.970772424366549913e+01,1.175715190600214894e-09
9.381000000000000000e+03,9.902690166284843443e+00,4.694241631776266410e-01
9.382000000000000000e+03,4.951402786189212257e+00,6.636338360859416241e+01
9.383000000000000000e+03,4.951460483085930342e+00,6.636662782904262770e+01
9.384000000000000000e+03,3.961214539067110252e+01,5.875594824208130939e-14
9.385000000000000000e+03,4.951575858434395627e+00,6.637311570847202802e+01
9.386000000000000000e+03,1.485490061066628442e+01,3.319549777912694528e-03
9.387000000000000000e+03,1.485507362759489247e+01,3.319329098438805921e-03
9.388000000000000000e+03,7.427623313046468390e+00,5.582095502196142256e+00
9.389000000000000000e+03,4.951806535388112884e+00,6.638608922232144494e+01
9.390000000000000000e+03,1.980745675708403652e+01,2.346369594155323524e-05
9.391000000000000000e+03,2.475960918507154940e+00,7.896155206708343712e+02
9.392000000000000000e+03,1.237994869654830232e+01,3.946523368642811114e-02
9.393000000000000000e+03,9.904074228174696515e+00,4.693745485945614582e-01
9.394000000000000000e+03,1.980837897367880629e+01,2.345205327762086596e-05
9.395000000000000000e+03,4.952152366617685431e+00,6.640554388425623245e+01
9.396000000000000000e+03,3.714157487761954002e+01,6.959242812230007873e-13
9.397000000000000000e+03,2.476133797307884077e+00,7.899834304089189345e+02
9.398000000000000000e+03,9.904650398836952974e+00,4.693538961022283851e-01
9.399000000000000000e+03,9.904765596184073928e+00,4.693497670313157566e-01
9.400000000000000000e+03,2.971464234382651526e+01,1.170099117903148568e-09
9.401000000000000000e+03,9.904995954113855916e+00,4.693415103162015267e-01
9.402000000000000000e+03,9.905111114701732333e+00,4.693373826717885944e-01
9.403000000000000000e+03,2.476306565760434619e+00,7.903512765690064725e+02
9.404000000000000000e+03,7.429006049352361529e+00,5.583882708460459199e+00
9.405000000000000000e+03,2.971636956896568904e+01,1.168701156731773939e-09
9.406000000000000000e+03,4.952785817300295435e+00,6.644119330365218445e+01
9.407000000000000000e+03,4.952843366987581319e+00,6.644443304058262356e+01
9.408000000000000000e+03,5.200545956085313293e+01,2.442379761706824357e-19
9.409000000000000000e+03,3.714718836008381153e+00,2.292247861474830017e+02
9.410000000000000000e+03,9.906031958700166840e+00,4.693043786180647325e-01
9.411000000000000000e+03,4.953073504575464803e+00,6.645739012430398418e+01
9.412000000000000000e+03,1.485939307106585794e+01,3.313824491095485394e-03
