n,kappa,z
1.861000000000000000e+03,2.037843306598209114e+00,2.425058781903695717e+02
1.862000000000000000e+03,1.222793226689943324e+01,9.108695164737320993e-03
1.863000000000000000e+03,1.019067018816020109e+01,6.989740061997774812e-02
1.864000000000000000e+03,8.153117144513602810e+00,5.365276667539884414e-01
1.865000000000000000e+03,4.076848913445282996e+00,3.163194155058268819e+01
1.866000000000000000e+03,8.154278197993122035e+00,5.364800963938690659e-01
1.867000000000000000e+03,2.038714564538702589e+00,2.430758608047959513e+02
1.868000000000000000e+03,6.116578505781474107e+00,4.120790908445890466e+00
1.869000000000000000e+03,8.156017446987057440e+00,5.364088442592410688e-01
1.870000000000000000e+03,1.631319315264403258e+01,1.538550791955569015e-04
1.871000000000000000e+03,2.039293849011228232e+00,2.434555737624885694e+02
1.872000000000000000e+03,3.059157714932482364e+01,9.695108991343103275e-11
1.873000000000000000e+03,2.039583026994368442e+00,2.436453478303479585e+02
1.874000000000000000e+03,4.079455000423644506e+00,3.170186342804717583e+01
1.875000000000000000e+03,1.019935948178168417e+01,6.973900233162534656e-02
1.876000000000000000e+03,1.224009729306060912e+01,9.066217250880298853e-03
1.877000000000000000e+03,2.040160457755173962e+00,2.440247315165966313e+02
1.878000000000000000e+03,8.161218492693926407e+00,5.361958285167216509e-01
1.879000000000000000e+03,2.040448711846819307e+00,2.442143412834463732e+02
1.880000000000000000e+03,1.632474179085482646e+01,1.529017904692425169e-04
1.881000000000000000e+03,1.224441995571070763e+01,9.051171099254134642e-03
1.882000000000000000e+03,4.081761036426036604e+00,3.176386375453258992e+01
1.883000000000000000e+03,4.082048601443660552e+00,3.177160375614938204e+01
1.884000000000000000e+03,1.224700804135619236e+01,9.042174547456646033e-03
1.885000000000000000e+03,8.165246547226566065e+00,5.360309123152044997e-01
1.886000000000000000e+03,8.165820762178181980e+00,5.360074069958121745e-01
1.887000000000000000e+03,8.166394672748678474e+00,5.359839151660766854e-01
1.888000000000000000e+03,1.225045241889087322e+01,9.030215272057341355e-03
1.889000000000000000e+03,2.041885395508975520e+00,2.451615723080576572e+02
1.890000000000000000e+03,3.267245832558455021e+01,1.221781213955467306e-11
1.891000000000000000e+03,4.084343638831138712e+00,3.183344382730344435e+01
1.892000000000000000e+03,1.225388950673220378e+01,9.018297074612380282e-03
1.893000000000000000e+03,4.084915881096842227e+00,3.184888170543656116e+01
1.894000000000000000e+03,4.085201775549194281e+00,3.185659733347388567e+01
1.895000000000000000e+03,4.085487519093937259e+00,3.186431075655333345e+01
1.896000000000000000e+03,1.634309244756119028e+01,1.513991600676358547e-04
1.897000000000000000e+03,4.086058554097252049e+00,3.187973099500898755e+01
1.898000000000000000e+03,8.172687691747048788e+00,5.357263911166719739e-01
1.899000000000000000e+03,6.129943481066379540e+00,4.133560862248034873e+00
1.900000000000000000e+03,1.839111290445448432e+01,1.957017685990567501e-05
1.901000000000000000e+03,2.043599410100862546e+00,2.462964600198422715e+02
1.902000000000000000e+03,8.174967023674996724e+00,5.356331464149431953e-01
1.903000000000000000e+03,4.087768053832457227e+00,3.192593897738529662e+01
1.904000000000000000e+03,2.044026223171914936e+01,2.526817337834198061e-06
1.905000000000000000e+03,8.176673379057188384e+00,5.355633521108278394e-01
1.906000000000000000e+03,4.088620783543483128e+00,3.194901339434884235e+01
1.907000000000000000e+03,2.044452364272490996e+00,2.468631763710533846e+02
1.908000000000000000e+03,1.840134836110198435e+01,1.945245044212663493e-05
1.909000000000000000e+03,4.089472172132523120e+00,3.197206815892388576e+01
1.910000000000000000e+03,8.179511342060614254e+00,5.354472922979413019e-01
1.911000000000000000e+03,1.227011706461456164e+01,8.962239667194411147e-03
1.912000000000000000e+03,8.180644447622848148e+00,5.354009604465602701e-01
1.913000000000000000e+03,2.045302639002517520e+00,2.474294103045644988e+02
1.914000000000000000e+03,1.636355273709516922e+01,1.497411883532545715e-04
1.915000000000000000e+03,4.091170942772227370e+00,3.201811892104792889e+01
1.916000000000000000e+03,6.137180330481943891e+00,4.140492027711944800e+00
1.917000000000000000e+03,8.183472034150092611e+00,5.352853600012619228e-01
1.918000000000000000e+03,8.184036666374568725e+00,5.352622790869098202e-01
1.919000000000000000e+03,4.092300502144908592e+00,3.204877604977157546e+01
1.920000000000000000e+03,3.274066019280996898e+01,1.159346280703935483e-11
1.921000000000000000e+03,4.092864399209383386e+00,3.206409164214591101e+01
1.922000000000000000e+03,6.139719191433250955e+00,4.142926400265886322e+00
1.923000000000000000e+03,4.093427709492207356e+00,3.207939860502929719e+01
1.924000000000000000e+03,1.228112743491562320e+01,8.924403362509719315e-03
1.925000000000000000e+03,1.228197130263990466e+01,8.921510073938402827e-03
1.926000000000000000e+03,1.228281473210515706e+01,8.918619225256546948e-03
1.927000000000000000e+03,4.094552574588785632e+00,3.210998669760547841e+01
1.928000000000000000e+03,8.189666852051853851e+00,5.350321840025585862e-01
1.929000000000000000e+03,4.095114131830995596e+00,3.212526785484827485e+01
1.930000000000000000e+03,8.190789384309894672e+00,5.349863200511154604e-01
1.931000000000000000e+03,2.047837553574249458e+00,2.491252367489078949e+02
1.932000000000000000e+03,2.457573226177280645e+01,4.101117497556328671e-08
1.933000000000000000e+03,2.048117750873053478e+00,2.493133971949419845e+02
1.934000000000000000e+03,4.096515481650432555e+00,3.216343326492099663e+01
1.935000000000000000e+03,1.229038595047468974e+01,8.892710835945498438e-03
1.936000000000000000e+03,1.536403127782144651e+01,4.115203812200207375e-04
1.937000000000000000e+03,4.097354553582221115e+00,3.218630687657773137e+01
1.938000000000000000e+03,1.639053582185397318e+01,1.475823800316375313e-04
1.939000000000000000e+03,4.097913213211726635e+00,3.220154529835284762e+01
1.940000000000000000e+03,1.229457698092665652e+01,8.878401682664311539e-03
1.941000000000000000e+03,4.098471296903367644e+00,3.221677521380126308e+01
1.942000000000000000e+03,4.098750123143344304e+00,3.222438698587493633e+01
1.943000000000000000e+03,4.099028805843422774e+00,3.223199663642888879e+01
1.944000000000000000e+03,2.459584407090789071e+01,4.044426085775574070e-08
1.945000000000000000e+03,4.099585741214506918e+00,3.224720957970637869e+01
1.946000000000000000e+03,8.199727988360512754e+00,5.346212505920584501e-01
1.947000000000000000e+03,8.200284208391186880e+00,5.345985417512927329e-01
1.948000000000000000e+03,6.150630107110981903e+00,4.153404573580218972e+00
1.949000000000000000e+03,2.050348947981009307e+00,2.508167898081325404e+02
1.950000000000000000e+03,2.460585346803623352e+01,4.016504220709890989e-08
1.951000000000000000e+03,2.050626558842753688e+00,2.510044785447464051e+02
1.952000000000000000e+03,1.230459154543898670e+01,8.844302801819182297e-03
1.953000000000000000e+03,1.230542331160253866e+01,8.841476594311595619e-03
1.954000000000000000e+03,4.102084883994516318e+00,3.231556325191239409e+01
1.955000000000000000e+03,8.204723711345140558e+00,5.344173243713116195e-01
1.956000000000000000e+03,1.230791605714004788e+01,8.833012054172402136e-03
1.957000000000000000e+03,4.102915374261639769e+00,3.233830992295324336e+01
1.958000000000000000e+03,8.206383842924015681e+00,5.343495747525078832e-01
1.959000000000000000e+03,4.103468327458794640e+00,3.235346388501633896e+01
1.960000000000000000e+03,2.462246755437674040e+01,3.970583025798099388e-08
1.961000000000000000e+03,4.104020716417895009e+00,3.236860947423788559e+01
1.962000000000000000e+03,1.231289009900337383e+01,8.816146061995960848e-03
1.963000000000000000e+03,4.104572542289274040e+00,3.238374670377629627e+01
1.964000000000000000e+03,6.157272366638378180e+00,4.159796364676121350e+00
1.965000000000000000e+03,8.210247612439498965e+00,5.341919283898688420e-01
1.966000000000000000e+03,4.105399227814571894e+00,3.240643690237836694e+01
1.967000000000000000e+03,4.105674509352640555e+00,3.241399613626733611e+01
1.968000000000000000e+03,2.052974825488162836e+01,2.388189101659723490e-06
1.969000000000000000e+03,4.106224652827780375e+00,3.242910836536698582e+01
1.970000000000000000e+03,8.212999030097883235e+00,5.340796956507628535e-01
1.971000000000000000e+03,8.213548475563058560e+00,5.340572861131284155e-01
1.972000000000000000e+03,1.232114646350114739e+01,8.788221426302693373e-03
1.973000000000000000e+03,2.053661632673395410e+00,2.530656328209942671e+02
1.974000000000000000e+03,1.643039028184731976e+01,1.444505877968668044e-04
1.975000000000000000e+03,6.161807604979540720e+00,4.164166236872921090e+00
1.976000000000000000e+03,1.643258305624410909e+01,1.442802198818256320e-04
1.977000000000000000e+03,4.108419652826266422e+00,3.248947433760441328e+01
1.978000000000000000e+03,8.217386806177925607e+00,5.339007632003063275e-01
1.979000000000000000e+03,2.054483507494562211e+00,2.536266840659595800e+02
1.980000000000000000e+03,3.698316439799893374e+01,1.718228700005116057e-13
1.981000000000000000e+03,4.109513824260815795e+00,3.251960773826002082e+01
1.982000000000000000e+03,4.109787021911301075e+00,3.252713594069788172e+01
1.983000000000000000e+03,4.110060081757164419e+00,3.253466208724810116e+01
1.984000000000000000e+03,1.438616551378075137e+01,1.121267848934359452e-03
1.985000000000000000e+03,4.110605788590620868e+00,3.254970821907456724e+01
1.986000000000000000e+03,8.221756871710972803e+00,5.337226125668949051e-01
1.987000000000000000e+03,2.055575472935137427e+00,2.543740367904903223e+02
1.988000000000000000e+03,1.233426995631930367e+01,8.744017129557506846e-03
1.989000000000000000e+03,1.233508666410560650e+01,8.741273546289314925e-03
1.990000000000000000e+03,8.223935307588552845e+00,5.336338283831695284e-01
1.991000000000000000e+03,4.112239616187811642e+00,3.259479743899806437e+01
1.992000000000000000e+03,1.645004576807902907e+01,1.429306043248633061e-04
1.993000000000000000e+03,2.056391565713595160e+00,2.549340169201678350e+02
1.994000000000000000e+03,4.113054684546978201e+00,3.261731446621995190e+01
1.995000000000000000e+03,1.645330440606314681e+01,1.426801599064738411e-04
1.996000000000000000e+03,6.170396073705107121e+00,4.172454130342575951e+00
1.997000000000000000e+03,2.056934263773043003e+00,2.553070834976955723e+02
1.998000000000000000e+03,1.645655814751951596e+01,1.424305296563889553e-04
1.999000000000000000e+03,2.057205205303647588e+00,2.554935409274342817e+02
2.000000000000000000e+03,2.057340574431987434e+01,2.323343409842734760e-06
2.001000000000000000e+03,8.229903503570707102e+00,5.333906646467756474e-01
2.002000000000000000e+03,1.646088887802666534e+01,1.420989491331369197e-04
2.003000000000000000e+03,2.057746276081472203e+00,2.558663043901484571e+02
2.004000000000000000e+03,1.234728824966705041e+01,8.700386861576947864e-03
2.005000000000000000e+03,4.116032812819510056e+00,3.269972038408251791e+01
2.006000000000000000e+03,8.232605482177701717e+00,5.332806136813184050e-01
2.007000000000000000e+03,6.174858802246894207e+00,4.176767184829210500e+00
2.008000000000000000e+03,8.233684388361545814e+00,5.332366764250120461e-01
2.009000000000000000e+03,6.175667578906804067e+00,4.177549313258608343e+00
2.010000000000000000e+03,1.646952444094471346e+01,1.414400734333119225e-04
2.011000000000000000e+03,2.058825183604561904e+00,2.566112275185723206e+02
2.012000000000000000e+03,6.176879235484897812e+00,4.178721321264287525e+00
2.013000000000000000e+03,8.236376959423260757e+00,5.331270402480751125e-01
2.014000000000000000e+03,8.236914671014096356e+00,5.331051483943067826e-01
2.015000000000000000e+03,8.237452115684300580e+00,5.330832683059572030e-01
2.016000000000000000e+03,3.707095182164433567e+01,1.602436072192724536e-13
2.017000000000000000e+03,2.059631551330472377e+00,2.571693935449507649e+02
2.018000000000000000e+03,4.119531425408914593e+00,3.279679428842246125e+01
2.019000000000000000e+03,4.119799615225124612e+00,3.280424747147348086e+01
2.020000000000000000e+03,1.236020301672366273e+01,8.657318673671922718e-03
2.021000000000000000e+03,4.120335596588658333e+00,3.281914784478512814e+01
2.022000000000000000e+03,8.241206776797387334e+00,5.329304361003609491e-01
2.023000000000000000e+03,6.181306571703583330e+00,4.183006579881328513e+00
2.024000000000000000e+03,1.648455429972245767e+01,1.403006035074662729e-04
2.025000000000000000e+03,1.545527238717766494e+01,3.929031525490653959e-04
2.026000000000000000e+03,4.121673232883158455e+00,3.285636389112605826e+01
2.027000000000000000e+03,2.060970181984123517e+00,2.580986727869603214e+02
2.028000000000000000e+03,1.854993313484731488e+01,1.782109357184889220e-05
2.029000000000000000e+03,2.061237115503265827e+00,2.582843795785541374e+02
2.030000000000000000e+03,1.649096386887736898e+01,1.398174664899925015e-04
2.031000000000000000e+03,4.123007572067354687e+00,3.289353025052008661e+01
2.032000000000000000e+03,1.030818511419973937e+01,6.778534176940285982e-02
2.033000000000000000e+03,4.123540388186103023e+00,3.290838292417686972e+01
2.034000000000000000e+03,1.237141979914476941e+01,8.620085957088309200e-03
2.035000000000000000e+03,8.248145360790225311e+00,5.326481186895948294e-01
2.036000000000000000e+03,6.186507945532856212e+00,4.188046650933194393e+00
2.037000000000000000e+03,8.249208899447349808e+00,5.326048586026870257e-01
2.038000000000000000e+03,4.124870138628614846e+00,3.294548003811688375e+01
2.039000000000000000e+03,2.062567848599026643e+00,2.592121716690758149e+02
2.040000000000000000e+03,3.300320900447844252e+01,9.473677830614128167e-12
2.041000000000000000e+03,4.125666423841491515e+00,3.296771466094762104e+01
2.042000000000000000e+03,4.125931592170548612e+00,3.297512226990048845e+01
2.043000000000000000e+03,6.189294946011338894e+00,4.190749720380735788e+00
2.044000000000000000e+03,1.237938461843875260e+01,8.593744989846368448e-03
2.045000000000000000e+03,4.126726318713498820e+00,3.299733332154932697e+01
2.046000000000000000e+03,1.650796387401063825e+01,1.385440922370512152e-04
2.047000000000000000e+03,4.127255488973569086e+00,3.301213089142930102e+01
2.048000000000000000e+03,1.238255964075764304e+01,8.583267121259754301e-03
2.049000000000000000e+03,4.127784142465726447e+00,3.302692063676912682e+01
2.050000000000000000e+03,1.238414482721716148e+01,8.578040640968183361e-03
2.051000000000000000e+03,4.128312280198295880e+00,3.304170256933765160e+01
2.052000000000000000e+03,2.477145693581419650e+01,3.581544079068410167e-08
2.053000000000000000e+03,2.064419951588329916e+00,2.605090145597559967e+02
2.054000000000000000e+03,8.258207043892783261e+00,5.322389941441129091e-01
2.055000000000000000e+03,8.258734024806518192e+00,5.322175748978731358e-01
2.056000000000000000e+03,8.259260749344219832e+00,5.321961669334497325e-01
2.057000000000000000e+03,6.194840413316417660e+00,4.196133375346953187e+00
2.058000000000000000e+03,1.652062686057698926e+01,1.376031219430238518e-04
2.059000000000000000e+03,4.130419693596319775e+00,3.310075240625523207e+01
2.060000000000000000e+03,1.239204763307385981e+01,8.552031932963874428e-03
2.061000000000000000e+03,6.196417901329628997e+00,4.197666096645527922e+00
2.062000000000000000e+03,4.131207863305480288e+00,3.312286406833332819e+01
2.063000000000000000e+03,2.065735165869358791e+00,2.614338655210012803e+02
2.064000000000000000e+03,2.065866336488099009e+01,2.201740798864815137e-06
2.065000000000000000e+03,8.263989774282286760e+00,5.320040010558217958e-01
2.066000000000000000e+03,4.132256974356598000e+00,3.315231921173400309e+01
2.067000000000000000e+03,8.265037869490848621e+00,5.319614206692180325e-01
2.068000000000000000e+03,1.239834230529092984e+01,8.531372142220041907e-03
2.069000000000000000e+03,2.066521237766880681e+00,2.619881935550257026e+02
2.070000000000000000e+03,2.479982433706866018e+01,3.511910857335659508e-08
2.071000000000000000e+03,4.133565510485508909e+00,3.318909476100936473e+01
2.072000000000000000e+03,1.653530735431173682e+01,1.365202297624529607e-04
2.073000000000000000e+03,4.134088040577186263e+00,3.320379152156425562e+01
2.074000000000000000e+03,8.268698233209775594e+00,5.318127398219953950e-01
2.075000000000000000e+03,6.201915100173729378e+00,4.203011669511580450e+00
2.076000000000000000e+03,1.240461267369376408e+01,8.510841740101582342e-03
2.077000000000000000e+03,4.135131590072289143e+00,3.323316203269574487e+01
2.078000000000000000e+03,4.135392163426512724e+00,3.324049987503612158e+01
2.079000000000000000e+03,1.654261044565868843e+01,1.359847028225183278e-04
2.080000000000000000e+03,2.481547760494403931e+01,3.474068243525995454e-08
2.081000000000000000e+03,2.068086565887458317e+00,2.630955464019016858e+02
2.082000000000000000e+03,8.272866408775255920e+00,5.316434826939577807e-01
2.083000000000000000e+03,2.068346576057763286e+00,2.632799369623832604e+02
2.084000000000000000e+03,6.205429462617738423e+00,4.206432663925064652e+00
2.085000000000000000e+03,8.274425346792463998e+00,5.315801927315961795e-01
2.086000000000000000e+03,8.274944494376562432e+00,5.315591179848107029e-01
2.087000000000000000e+03,2.068865848287001263e+00,2.636485743991917161e+02
2.088000000000000000e+03,2.482794613003553152e+01,3.444216897392390799e-08
2.089000000000000000e+03,2.069125111301529873e+00,2.638328213921784595e+02
2.090000000000000000e+03,1.655403719793706330e+01,1.351510044741597520e-04
2.091000000000000000e+03,8.277536504869768663e+00,5.314539080645811486e-01
2.092000000000000000e+03,6.208540622360138705e+00,4.209463491287287695e+00
2.093000000000000000e+03,8.278571574036456937e+00,5.314119003399027097e-01
2.094000000000000000e+03,8.279088737774923601e+00,5.313909127720866099e-01
2.095000000000000000e+03,4.139802827299125632e+00,3.336495191111162484e+01
2.096000000000000000e+03,1.035015290592762582e+01,6.704663476233149733e-02
2.097000000000000000e+03,6.210479061331350970e+00,4.211352982458924643e+00
2.098000000000000000e+03,4.140577462966168909e+00,3.338685721514659832e+01
2.099000000000000000e+03,2.070417714362091210e+00,2.647533414247535575e+02
2.100000000000000000e+03,3.726983944450888941e+01,1.368149898501167536e-13
2.101000000000000000e+03,4.141350991746909571e+00,3.340874556924048733e+01
2.102000000000000000e+03,4.141608589245440619e+00,3.341603792706729337e+01
2.103000000000000000e+03,4.141866064224346999e+00,3.342332840708959907e+01
2.104000000000000000e+03,8.284246833600242610e+00,5.311816319938209574e-01
2.105000000000000000e+03,4.142380647089089152e+00,3.343790373922335135e+01
2.106000000000000000e+03,2.071318877603704678e+01,2.127329579514885692e-06
2.107000000000000000e+03,6.214342111906612232e+00,4.215121016257646680e+00
2.108000000000000000e+03,1.242945481618774828e+01,8.429988201733283962e-03
2.109000000000000000e+03,8.286816695395193832e+00,5.310773950791783937e-01
2.110000000000000000e+03,8.287329936583233803e+00,5.310565798041461116e-01
2.111000000000000000e+03,2.071960733646654784e+00,2.658564002167528884e+02
2.112000000000000000e+03,2.900924491372494529e+01,5.322784991610565523e-10
2.113000000000000000e+03,2.072217050490121171e+00,2.660400781385440609e+02
2.114000000000000000e+03,8.289380471790668281e+00,5.309734253786313474e-01
2.115000000000000000e+03,1.243483874903341579e+01,8.412566681594331117e-03
2.116000000000000000e+03,9.326704820494896353e+00,1.883558987109776039e-01
2.117000000000000000e+03,4.145457914302803637e+00,3.352519872553529012e+01
2.118000000000000000e+03,8.291427130747761609e+00,5.308904411286141656e-01
2.119000000000000000e+03,4.145969095769443058e+00,3.353972182387480672e+01
2.120000000000000000e+03,1.658489802241344435e+01,1.329248463157244541e-04
2.121000000000000000e+03,8.292959589978689650e+00,5.308283142163782165e-01
2.122000000000000000e+03,4.146734964040944327e+00,3.356149256498989786e+01
2.123000000000000000e+03,4.146990012871550668e+00,3.356874577571121421e+01
2.124000000000000000e+03,1.866260223717475597e+01,1.667590233116854342e-05
2.125000000000000000e+03,8.294999500645067414e+00,5.307456261668336284e-01
2.126000000000000000e+03,4.147754439168890528e+00,3.359049431773184580e+01
2.127000000000000000e+03,4.148009008246211771e+00,3.359774013949150628e+01
2.128000000000000000e+03,2.074131728833543420e+01,2.089931144231802843e-06
2.129000000000000000e+03,2.074258893771975476e+00,2.675078123941850095e+02
2.130000000000000000e+03,1.659508799195630502e+01,1.321978712393869447e-04
2.131000000000000000e+03,2.074513044557289909e+00,2.676910688779062184e+02
2.132000000000000000e+03,1.244784018309725759e+01,8.370644486932815251e-03
2.133000000000000000e+03,8.299067827708793033e+00,5.305807544476229820e-01
2.134000000000000000e+03,8.299575295384309825e+00,5.305601925681932007e-01
2.135000000000000000e+03,8.300082525314362414e+00,5.305396411181619865e-01
2.136000000000000000e+03,1.660117903544322004e+01,1.317652226392794859e-04
2.137000000000000000e+03,2.075274068207100253e+00,2.682405592686639011e+02
2.138000000000000000e+03,4.150801395428384666e+00,3.367732277484595471e+01
2.139000000000000000e+03,8.302109072028443393e+00,5.304575394088218987e-01
2.140000000000000000e+03,1.245392267484724691e+01,8.351103719894531485e-03
2.141000000000000000e+03,2.075780231171759471e+00,2.686066541985348977e+02
2.142000000000000000e+03,2.491087948984757006e+01,3.252085572390207780e-08
2.143000000000000000e+03,2.076032958142943308e+00,2.687896322295752043e+02
2.144000000000000000e+03,1.245695539916243888e+01,8.341377762025510914e-03
2.145000000000000000e+03,1.661028359489056783e+01,1.311211617283791634e-04
2.146000000000000000e+03,8.305646426802306692e+00,5.303142606096266087e-01
2.147000000000000000e+03,4.153075410532641065e+00,3.374227112353750613e+01
2.148000000000000000e+03,1.245998247067973175e+01,8.331681228214307330e-03
2.149000000000000000e+03,4.153579452592283339e+00,3.375668406398430932e+01
2.150000000000000000e+03,1.246149389321677958e+01,8.326843950429404020e-03
2.151000000000000000e+03,6.231124538663284973e+00,4.231529834196149586e+00
2.152000000000000000e+03,8.308669273621873685e+00,5.301918523662777494e-01
2.153000000000000000e+03,2.077293065476939482e+00,2.697038302369450093e+02
2.154000000000000000e+03,8.309675016625821087e+00,5.301511317128596579e-01
2.155000000000000000e+03,4.155088768996439974e+00,3.379987936978756835e+01
2.156000000000000000e+03,1.869902960900726896e+01,1.632162443410269009e-05
2.157000000000000000e+03,4.155590940769878117e+00,3.381426333446547261e+01
2.158000000000000000e+03,8.311683704151702656e+00,5.300698130718259904e-01
2.159000000000000000e+03,4.156092647138454943e+00,3.382864008108192166e+01
2.160000000000000000e+03,4.156343326065345423e+01,1.921693127973110751e-15
2.161000000000000000e+03,2.078296944482015185e+00,2.704343613313432115e+02
2.162000000000000000e+03,8.313688671883742387e+00,5.299886574596044397e-01
2.163000000000000000e+03,8.314189334212152005e+00,5.299683939561800061e-01
2.164000000000000000e+03,6.236017323845560512e+00,4.236325711706238728e+00
2.165000000000000000e+03,4.157594982421676910e+00,3.387172711547729875e+01
2.166000000000000000e+03,1.247353490036025114e+01,8.288407122076247788e-03
2.167000000000000000e+03,4.158094835765544062e+00,3.388607509264183903e+01
2.168000000000000000e+03,8.316689178929058457e+00,5.298672283484778811e-01
2.169000000000000000e+03,6.237891341985038807e+00,4.238164051899017792e+00
2.170000000000000000e+03,1.663537500579284156e+01,1.293624298482418794e-04
2.171000000000000000e+03,4.159093159945109974e+00,3.391474955679893100e+01
2.172000000000000000e+03,1.247802736075982466e+01,8.274111958211729373e-03
2.173000000000000000e+03,4.159591632478440104e+00,3.392907606413410804e+01
2.174000000000000000e+03,4.159840696726195830e+00,3.393623664105407300e+01
2.175000000000000000e+03,1.248026893930595449e+01,8.266988400815454899e-03
2.176000000000000000e+03,1.664135392684442394e+01,1.289468416364555241e-04
2.177000000000000000e+03,4.160587202658714290e+00,3.395770767999599116e+01
2.178000000000000000e+03,1.872376114222418053e+01,1.608539502899887413e-05
2.179000000000000000e+03,2.080542150994640238e+00,2.720753864468583743e+02
2.180000000000000000e+03,1.248399804174546368e+01,8.255151197056533052e-03
2.181000000000000000e+03,4.161580945265350273e+00,3.398631083140826803e+01
2.182000000000000000e+03,4.161829096144298745e+00,3.399345718112413550e+01
2.183000000000000000e+03,4.162077133322954481e+00,3.400060175809328200e+01
2.184000000000000000e+03,3.329860045524370804e+01,7.548387751046379257e-12
2.185000000000000000e+03,8.325145733991654140e+00,5.295251452170148809e-01
2.186000000000000000e+03,4.162820563697905207e+00,3.402202486502819312e+01
2.187000000000000000e+03,8.326136294230828128e+00,5.294850896946481367e-01
2.188000000000000000e+03,6.244973426027891961e+00,4.245118512505884567e+00
2.189000000000000000e+03,4.163562974510878867e+00,3.404343206220999463e+01
2.190000000000000000e+03,1.665524087478223692e+01,1.279867196743211582e-04
2.191000000000000000e+03,4.164057350009116476e+00,3.405769470484114692e+01
2.192000000000000000e+03,1.041076092138639986e+01,6.599401167174004379e-02
2.193000000000000000e+03,8.329102548869514067e+00,5.293651606640609186e-01
2.194000000000000000e+03,4.164798067752432331e+00,3.407907546036601332e+01
2.195000000000000000e+03,4.165044748610174707e+00,3.408619886157811862e+01
2.196000000000000000e+03,1.874381092699692530e+01,1.589639626594706274e-05
2.197000000000000000e+03,4.165537773355497464e+00,3.410044039546556860e+01
2.198000000000000000e+03,8.331568234895103231e+00,5.292654908638052547e-01
2.199000000000000000e+03,4.166030349488615947e+00,3.411467491284854958e+01
2.200000000000000000e+03,2.499765881748346885e+01,3.062509156718593107e-08
2.201000000000000000e+03,4.166522477825187032e+00,3.412890242356084514e+01
2.202000000000000000e+03,8.333536748648107562e+00,5.291859316039043692e-01
2.203000000000000000e+03,2.083507079589324462e+00,2.742577251986198803e+02
2.204000000000000000e+03,1.250177949747092043e+01,8.198940608052788723e-03
2.205000000000000000e+03,1.875377427462100144e+01,1.580330461835985134e-05
2.206000000000000000e+03,4.167750844889453354e+00,3.416444061048619574e+01
2.207000000000000000e+03,2.083998092089461185e+00,2.746208211901829372e+02
2.208000000000000000e+03,2.500944847397646598e+01,3.037621103609244901e-08
2.209000000000000000e+03,3.126364897081174821e+00,9.692430435063687355e+01
2.210000000000000000e+03,1.667492614246359395e+01,1.266379477444754020e-04
2.211000000000000000e+03,8.337952861905563395e+00,5.290074939071356397e-01
2.212000000000000000e+03,1.250766364665735608e+01,8.180424097795671243e-03
2.213000000000000000e+03,2.084732944757505368e+00,2.751651314064544067e+02
2.214000000000000000e+03,1.667884181176169989e+01,1.263713581942193620e-04
2.215000000000000000e+03,4.169954905928523914e+00,3.422829963304905476e+01
2.216000000000000000e+03,8.340398497158005853e+00,5.289087013330607823e-01
2.217000000000000000e+03,4.170443480991423257e+00,3.424247144170010415e+01
2.218000000000000000e+03,4.170687603265209376e+00,3.424955475073188893e+01
2.219000000000000000e+03,4.170931615499652523e+00,3.425663633117090257e+01
2.220000000000000000e+03,2.502705310676346073e+01,3.000833585950835028e-08
2.221000000000000000e+03,2.085709655123501705e+00,2.758902574664237477e+02
2.222000000000000000e+03,8.343325985915647891e+00,5.287904683223830782e-01
2.223000000000000000e+03,1.251571969807537954e+01,8.155140746712058464e-03
2.224000000000000000e+03,1.043037507386883256e+01,6.565691066530193742e-02
2.225000000000000000e+03,6.258590075435300548e+00,4.258521861347101201e+00
2.226000000000000000e+03,1.669054651340593765e+01,1.255778112485677060e-04
2.227000000000000000e+03,4.172879763829609345e+00,3.431322688912091934e+01
2.228000000000000000e+03,6.259684185234003273e+00,4.259600667283770292e+00
2.229000000000000000e+03,4.173365707428620119e+00,3.432735732640077231e+01
2.230000000000000000e+03,8.347217031490586692e+00,5.286333608800307671e-01
2.231000000000000000e+03,4.173851215203717047e+00,3.434148090183154522e+01
2.232000000000000000e+03,2.504456283540873685e+01,2.964686318393707244e-08
2.233000000000000000e+03,8.348672575871891155e+00,5.285746028497576576e-01
2.234000000000000000e+03,4.174578661404487967e+00,3.436265341974030463e+01
2.235000000000000000e+03,8.349641852808511899e+00,5.285354782917430772e-01
2.236000000000000000e+03,1.252518924909687570e+01,8.125521121259780127e-03
2.237000000000000000e+03,2.087652565692753370e+00,2.773383929501657121e+02
2.238000000000000000e+03,8.351094143121365221e+00,5.284768624712028462e-01
2.239000000000000000e+03,2.087894451827236431e+00,2.775192124298914109e+02
2.240000000000000000e+03,2.923221439434379576e+01,4.517088641453640681e-10
2.241000000000000000e+03,8.352544487967714204e+00,5.284183316591183344e-01
2.242000000000000000e+03,8.353027504824215299e+00,5.283988402382299165e-01
2.243000000000000000e+03,2.088377576572144623e+00,2.778807203001793482e+02
2.244000000000000000e+03,2.506197867765845189e+01,2.929164805087601370e-08
2.245000000000000000e+03,4.177237631904343829e+00,3.444015459160479509e+01
2.246000000000000000e+03,4.177478710123846639e+00,3.444718994939010059e+01
2.247000000000000000e+03,8.355439362061078512e+00,5.283015241139493723e-01
2.248000000000000000e+03,8.355921089439833693e+00,5.282820890241455292e-01
